player_id,full_name,team_name,position,now_cost,most_recent_gameweek_played,average_points,average_points_l3,average_goals_scored,average_goals_scored_l3,average_assists,average_assists_l3,average_clean_sheets,average_clean_sheets_l3,average_goals_conceded,average_goals_conceded_l3,average_expected_goals,average_expected_goals_l3,average_expected_assists,average_expected_assists_l3,average_expected_goals_conceded,average_expected_goals_conceded_l3,avg_xg_and_xa_l3,now_cost_per_avg_l3_points,now_cost_per_avg_l3_xg_and_xa,now_cost_per_avg_l3_xg_conceded,season
395,Dan Burn,Newcastle,Defender,4.6,38.0,3.03,4.67,0.03,0.0,0.03,0.33,0.34,0.33,1.18,0.67,0.05,0.09,0.03,0.01,1.19,0.77,0.060000000000000005,0.99,76.67,5.97,2024_2025
147,Adam Webster,Brentford,Defender,4.3,38.0,1.03,4.33,0.0,0.0,0.03,0.33,0.11,0.33,0.29,1.0,0.01,0.08,0.01,0.02,0.38,1.7,0.03,0.99,143.33,2.53,2024_2025
42,Boubacar Kamara,Aston Villa,Midfielder,5.0,38.0,1.5,5.0,0.03,0.33,0.0,0.0,0.16,0.67,0.58,0.33,0.02,0.15,0.02,0.06,0.61,1.1,0.08,1.0,62.5,4.55,2024_2025
85,Illia Zabarnyi,Burnley,Defender,4.4,38.0,2.47,4.33,0.0,0.0,0.03,0.33,0.21,0.33,1.11,1.33,0.03,0.04,0.02,0.08,1.12,0.95,0.11,1.02,40.0,4.63,2024_2025
101,Christian Nørgaard,Bournemouth,Midfielder,4.8,38.0,2.82,4.67,0.13,0.0,0.13,0.67,0.16,0.33,1.18,1.33,0.11,0.13,0.04,0.06,1.17,1.01,0.16999999999999998,1.03,28.24,4.75,2024_2025
582,Jake O'Brien,Crystal Palace,Defender,4.5,38.0,1.71,4.33,0.05,0.0,0.0,0.0,0.13,0.67,0.45,0.0,0.02,0.03,0.01,0.0,0.49,0.83,0.02,1.04,225.0,5.42,2024_2025
319,Harvey Elliott,Liverpool,Midfielder,5.2,38.0,0.87,5.0,0.03,0.33,0.05,0.33,0.0,0.0,0.16,1.0,0.05,0.32,0.02,0.02,0.16,0.87,0.07,1.04,74.29,5.98,2024_2025
106,Kevin Schade,Bournemouth,Midfielder,5.3,38.0,3.92,5.0,0.29,0.33,0.11,0.0,0.26,0.33,0.89,1.33,0.22,0.18,0.05,0.04,0.81,0.66,0.26,1.06,20.38,8.03,2024_2025
305,Luke Thomas,Leeds,Defender,3.9,38.0,0.71,3.67,0.0,0.0,0.0,0.0,0.08,0.67,0.61,0.67,0.01,0.0,0.01,0.07,0.66,1.33,0.08,1.06,48.75,2.93,2024_2025
21,Kieran Tierney,Arsenal,Defender,4.3,38.0,0.71,4.0,0.03,0.33,0.0,0.0,0.03,0.0,0.03,0.33,0.01,0.06,0.01,0.01,0.07,0.41,0.02,1.08,215.0,10.49,2024_2025
342,Bernardo Veiga de Carvalho e Silva,Man City,Midfielder,6.1,38.0,2.89,5.67,0.11,0.33,0.11,0.0,0.26,1.0,0.95,0.0,0.1,0.22,0.12,0.26,1.04,0.87,0.36,1.08,16.94,7.01,2024_2025
417,Sandro Tonali,Newcastle,Midfielder,5.5,38.0,2.79,5.0,0.11,0.33,0.05,0.0,0.29,0.33,0.89,0.67,0.12,0.25,0.07,0.28,0.87,0.77,0.4,1.1,13.75,7.14,2024_2025
32,Matty Cash,Aston Villa,Defender,4.4,38.0,2.0,4.0,0.03,0.0,0.03,0.0,0.18,0.67,0.58,0.67,0.01,0.05,0.03,0.01,0.75,1.39,0.02,1.1,220.0,3.17,2024_2025
211,Daniel Muñoz,Chelsea,Defender,5.2,38.0,3.74,4.67,0.11,0.0,0.16,0.33,0.29,0.33,1.21,1.0,0.13,0.08,0.09,0.1,1.22,1.46,0.23,1.11,22.61,3.56,2024_2025
530,Tomáš Souček,West Ham,Midfielder,4.8,38.0,3.32,4.33,0.24,0.33,0.05,0.0,0.18,0.33,1.16,0.67,0.17,0.24,0.03,0.01,1.17,1.49,0.18000000000000002,1.11,26.67,3.22,2024_2025
146,Bart Verbruggen,Brentford,Goalkeeper,4.5,38.0,2.71,4.0,0.0,0.0,0.03,0.0,0.18,0.33,1.53,1.0,0.0,0.0,0.0,0.0,1.4,1.7,0.0,1.12,inf,2.65,2024_2025
239,Adama Traoré,Everton,Midfielder,4.5,38.0,2.5,4.0,0.05,0.0,0.21,0.67,0.08,0.0,0.74,2.0,0.11,0.08,0.12,0.05,0.66,1.94,0.16,1.12,28.12,2.32,2024_2025
340,Manuel Akanji,Man City,Defender,5.3,38.0,1.61,4.67,0.0,0.0,0.0,0.0,0.16,0.67,0.74,0.33,0.04,0.29,0.03,0.07,0.78,0.97,0.11000000000000001,1.13,48.18,5.46,2024_2025
347,Ederson Santana de Moraes,Man City,Goalkeeper,5.3,38.0,2.92,4.67,0.0,0.0,0.11,0.0,0.26,0.67,0.68,0.33,0.0,0.0,0.0,0.0,0.78,0.97,0.0,1.13,inf,5.46,2024_2025
413,Nick Pope,Newcastle,Goalkeeper,5.0,38.0,2.68,4.33,0.0,0.0,0.0,0.0,0.21,0.33,0.92,0.67,0.0,0.0,0.0,0.0,0.92,0.77,0.0,1.15,inf,6.49,2024_2025
600,Yasin Ayari,Brentford,Midfielder,5.0,38.0,1.95,4.33,0.05,0.33,0.03,0.0,0.18,0.33,0.74,1.0,0.07,0.07,0.07,0.11,0.79,1.47,0.18,1.15,27.78,3.4,2024_2025
595,Brajan Gruda,Brentford,Midfielder,5.4,38.0,1.18,4.67,0.03,0.33,0.11,0.33,0.03,0.0,0.39,1.0,0.03,0.26,0.05,0.27,0.33,1.35,0.30000000000000004,1.16,18.0,4.0,2024_2025
11,Eddie Nketiah,Chelsea,Forward,5.9,38.0,1.39,5.0,0.08,0.67,0.05,0.0,0.05,0.0,0.45,1.0,0.16,0.38,0.02,0.01,0.38,0.91,0.17,1.18,34.71,6.48,2024_2025
148,Danny Welbeck,Brentford,Forward,5.5,37.0,3.29,4.67,0.26,0.33,0.13,0.33,0.18,0.33,0.97,0.67,0.25,0.48,0.04,0.03,0.98,1.05,0.28,1.18,19.64,5.24,2024_2025
432,Anthony Elanga,Nott'm Forest,Midfielder,5.5,38.0,4.03,4.67,0.16,0.0,0.29,0.67,0.32,0.0,0.92,1.33,0.13,0.1,0.13,0.31,1.02,1.08,0.44,1.18,12.5,5.09,2024_2025
218,Norberto Bercique Gomes Betuncal,Crystal Palace,Forward,4.8,38.0,2.29,4.0,0.21,0.33,0.0,0.0,0.11,0.67,0.63,0.33,0.21,0.57,0.01,0.06,0.49,0.94,0.27,1.2,17.78,5.11,2024_2025
473,Ross Stewart,Sunderland,Forward,4.4,38.0,0.53,3.67,0.03,0.33,0.0,0.0,0.03,0.0,0.24,0.33,0.03,0.28,0.0,0.01,0.25,0.63,0.04,1.2,110.0,6.98,2024_2025
321,Cody Gakpo,Liverpool,Forward,7.2,38.0,3.34,6.0,0.26,0.33,0.13,0.33,0.13,0.0,0.66,1.0,0.19,0.24,0.1,0.19,0.57,1.41,0.38,1.2,18.95,5.11,2024_2025
350,Joško Gvardiol,Man City,Defender,6.5,38.0,4.03,5.33,0.13,0.0,0.0,0.0,0.34,0.67,1.08,0.33,0.12,0.08,0.08,0.04,1.16,0.97,0.16,1.22,40.62,6.7,2024_2025
525,Mohammed Kudus,West Ham,Midfielder,6.2,38.0,2.79,5.0,0.13,0.33,0.11,0.33,0.18,0.33,1.21,0.67,0.18,0.12,0.07,0.04,1.14,0.98,0.22,1.24,28.18,6.33,2024_2025
770,Marshall Munetsi,Wolves,Midfielder,5.0,38.0,3.57,4.0,0.14,0.33,0.14,0.0,0.36,0.0,0.79,1.33,0.24,0.11,0.08,0.03,1.04,1.14,0.27,1.25,18.52,4.39,2024_2025
88,Nathan Collins,Bournemouth,Defender,4.6,38.0,3.34,3.67,0.05,0.0,0.18,0.0,0.21,0.33,1.5,1.33,0.06,0.0,0.04,0.0,1.48,1.01,0.06,1.25,76.67,4.55,2024_2025
409,Tino Livramento,Newcastle,Defender,4.6,38.0,2.76,3.67,0.0,0.0,0.03,0.0,0.26,0.33,1.05,0.67,0.01,0.02,0.07,0.21,1.0,0.77,0.22,1.25,20.91,5.97,2024_2025
306,Jamie Vardy,Leeds,Forward,5.4,37.0,3.37,4.33,0.24,0.33,0.13,0.33,0.11,0.33,1.79,0.67,0.3,0.15,0.07,0.01,1.66,0.88,0.31,1.25,17.42,6.14,2024_2025
47,Emiliano Martínez Romero,Aston Villa,Goalkeeper,5.0,38.0,2.92,4.0,0.0,0.0,0.0,0.0,0.21,0.67,1.24,0.67,0.0,0.0,0.0,0.0,1.18,0.81,0.0,1.25,inf,6.17,2024_2025
513,Alphonse Areola,West Ham,Goalkeeper,4.2,37.0,1.82,3.33,0.0,0.0,0.0,0.0,0.11,0.33,1.08,0.67,0.0,0.0,0.0,0.0,0.99,1.41,0.0,1.26,inf,2.98,2024_2025
291,Wout Faes,Leeds,Defender,3.8,38.0,1.45,3.0,0.03,0.0,0.0,0.0,0.08,0.33,1.66,1.33,0.04,0.06,0.01,0.0,1.54,1.5,0.04,1.27,95.0,2.53,2024_2025
714,Diego Gómez,Brentford,Midfielder,5.5,38.0,1.67,4.33,0.06,0.33,0.06,0.33,0.0,0.0,0.72,0.0,0.05,0.03,0.06,0.13,0.52,0.26,0.18,1.27,30.56,21.15,2024_2025
299,Kasey McAteer,Leeds,Midfielder,4.7,38.0,0.92,3.67,0.03,0.33,0.03,0.0,0.08,0.33,0.42,1.0,0.03,0.11,0.02,0.08,0.53,1.42,0.11,1.28,42.73,3.31,2024_2025
730,Romain Esse,Chelsea,Midfielder,4.7,38.0,1.38,3.67,0.06,0.0,0.12,0.67,0.0,0.0,0.19,1.0,0.02,0.0,0.02,0.1,0.13,0.57,0.12000000000000001,1.28,39.17,8.25,2024_2025
336,Dominik Szoboszlai,Liverpool,Midfielder,6.1,38.0,3.76,4.67,0.16,0.33,0.26,0.33,0.32,0.0,0.76,1.33,0.18,0.07,0.16,0.25,0.7,1.52,0.43,1.31,14.19,4.01,2024_2025
210,Tyrick Mitchell,Chelsea,Defender,4.8,38.0,3.24,3.67,0.0,0.0,0.16,0.33,0.32,0.33,1.21,0.33,0.03,0.03,0.1,0.02,1.22,0.9,0.05,1.31,96.0,5.33,2024_2025
99,Bryan Mbeumo,Bournemouth,Midfielder,8.3,38.0,6.21,6.33,0.53,0.67,0.24,0.33,0.24,0.33,1.45,1.33,0.33,0.48,0.24,0.14,1.46,1.01,0.47000000000000003,1.31,17.66,8.22,2024_2025
304,Jakub Stolarczyk,Leeds,Goalkeeper,4.0,38.0,0.66,3.0,0.0,0.0,0.0,0.0,0.05,0.33,0.42,1.33,0.0,0.0,0.0,0.0,0.39,1.5,0.0,1.33,inf,2.67,2024_2025
54,Morgan Rogers,Aston Villa,Midfielder,5.8,38.0,4.24,4.33,0.21,0.0,0.29,0.67,0.26,0.67,1.05,0.33,0.17,0.12,0.14,0.12,1.15,0.92,0.29000000000000004,1.34,20.0,6.3,2024_2025
356,Matheus Luiz Nunes,Man City,Midfielder,4.9,38.0,2.13,3.67,0.03,0.0,0.18,0.67,0.24,0.33,0.5,0.33,0.03,0.07,0.09,0.08,0.65,0.93,0.11,1.34,44.55,5.27,2024_2025
766,Patrick Dorgu,Man Utd,Defender,4.5,38.0,1.29,3.33,0.0,0.0,0.0,0.0,0.14,0.33,0.86,0.33,0.03,0.02,0.09,0.07,0.73,0.5,0.1,1.35,45.0,9.0,2024_2025
144,Jan Paul van Hecke,Brentford,Defender,4.5,38.0,2.29,3.33,0.03,0.0,0.03,0.0,0.18,0.33,1.24,1.0,0.03,0.03,0.04,0.02,1.18,1.7,0.05,1.35,90.0,2.65,2024_2025
623,Mateus Gonçalo Espanha Fernandes,Sunderland,Midfielder,5.0,38.0,2.57,3.67,0.05,0.0,0.11,0.33,0.14,0.33,1.78,1.33,0.11,0.08,0.1,0.21,1.91,2.25,0.32,1.36,15.62,2.22,2024_2025
13,Martin Ødegaard,Arsenal,Midfielder,8.2,38.0,3.05,6.0,0.08,0.33,0.24,0.67,0.29,0.33,0.55,0.67,0.13,0.08,0.18,0.08,0.58,1.4,0.21000000000000002,1.37,39.05,5.86,2024_2025
230,Dwight McNeil,Crystal Palace,Midfielder,5.1,38.0,2.45,3.67,0.11,0.0,0.21,0.67,0.13,0.33,0.63,0.0,0.03,0.0,0.12,0.15,0.56,0.3,0.18,1.39,28.33,17.0,2024_2025
531,James Ward-Prowse,West Ham,Midfielder,6.1,38.0,1.34,4.33,0.03,0.33,0.05,0.0,0.13,0.33,0.47,0.67,0.04,0.3,0.07,0.17,0.51,1.39,0.21000000000000002,1.41,29.05,4.39,2024_2025
573,Nikola Milenković,Nott'm Forest,Defender,5.2,38.0,3.82,3.67,0.13,0.33,0.05,0.0,0.34,0.0,1.18,1.33,0.11,0.14,0.02,0.02,1.29,1.09,0.13,1.42,40.0,4.77,2024_2025
23,Leandro Trossard,Arsenal,Midfielder,6.7,38.0,4.0,4.67,0.21,0.0,0.21,0.67,0.29,0.33,0.71,0.67,0.18,0.15,0.11,0.15,0.65,1.28,0.32999999999999996,1.43,20.3,5.23,2024_2025
376,Victor Lindelöf,Man Utd,Defender,4.3,38.0,0.71,3.0,0.0,0.0,0.0,0.0,0.05,0.33,0.24,0.67,0.0,0.0,0.0,0.01,0.23,0.62,0.01,1.43,430.0,6.94,2024_2025
16,Declan Rice,Arsenal,Midfielder,6.3,38.0,3.34,4.33,0.11,0.33,0.18,0.0,0.29,0.33,0.76,0.33,0.09,0.08,0.15,0.03,0.71,0.83,0.12,1.45,52.5,7.59,2024_2025
393,Sven Botman,Newcastle,Defender,4.4,38.0,0.47,3.0,0.0,0.0,0.0,0.0,0.05,0.33,0.11,0.33,0.02,0.19,0.01,0.07,0.13,0.5,0.09000000000000001,1.47,48.89,8.8,2024_2025
8,Jakub Kiwior,Arsenal,Defender,4.9,38.0,1.13,3.33,0.03,0.0,0.0,0.0,0.08,0.33,0.39,1.0,0.0,0.0,0.01,0.02,0.39,1.68,0.02,1.47,245.0,2.92,2024_2025
194,Chris Richards,Chelsea,Defender,4.4,38.0,1.79,3.0,0.03,0.0,0.03,0.0,0.18,0.33,0.82,1.0,0.04,0.01,0.02,0.0,0.78,1.46,0.04,1.47,110.0,3.01,2024_2025
248,Bernd Leno,Everton,Goalkeeper,5.0,38.0,3.03,3.33,0.0,0.0,0.05,0.0,0.13,0.0,1.42,2.33,0.0,0.0,0.0,0.0,1.26,2.28,0.0,1.5,inf,2.19,2024_2025
629,Matt O'Riley,Brentford,Midfielder,5.5,38.0,1.39,3.67,0.06,0.33,0.08,0.33,0.06,0.0,0.56,0.0,0.08,0.29,0.06,0.15,0.4,0.35,0.22999999999999998,1.5,23.91,15.71,2024_2025
720,Emmanuel Agbadou,Wolves,Defender,4.0,38.0,2.5,2.67,0.06,0.33,0.0,0.0,0.22,0.0,1.22,2.33,0.05,0.2,0.02,0.01,1.28,1.56,0.060000000000000005,1.5,66.67,2.56,2024_2025
658,Ayden Heaven,Man Utd,Defender,4.0,38.0,0.29,2.67,0.0,0.0,0.0,0.0,0.03,0.33,0.03,0.0,0.0,0.04,0.0,0.0,0.05,0.02,0.0,1.5,inf,200.0,2024_2025
757,Michael Kayode,Bournemouth,Defender,4.5,38.0,1.8,3.0,0.0,0.0,0.07,0.0,0.13,0.33,0.33,0.67,0.01,0.04,0.05,0.08,0.44,0.92,0.09,1.5,50.0,4.89,2024_2025
718,Welington Damascena Santos,Sunderland,Defender,4.0,38.0,0.78,2.67,0.0,0.0,0.0,0.0,0.06,0.33,0.56,1.33,0.0,0.0,0.01,0.01,0.65,2.21,0.01,1.5,400.0,1.81,2024_2025
650,Maxence Lacroix,Chelsea,Defender,4.5,38.0,3.26,3.0,0.03,0.0,0.06,0.0,0.31,0.33,1.29,1.0,0.1,0.1,0.03,0.06,1.27,1.46,0.16,1.5,28.12,3.08,2024_2025
15,David Raya Martin,Arsenal,Goalkeeper,5.6,38.0,3.74,3.67,0.0,0.0,0.0,0.0,0.34,0.33,0.89,1.0,0.0,0.0,0.0,0.0,0.92,1.68,0.0,1.53,inf,3.33,2024_2025
152,Kepa Arrizabalaga,Burnley,Goalkeeper,4.6,38.0,2.79,3.0,0.0,0.0,0.0,0.0,0.21,0.33,1.03,1.33,0.0,0.0,0.0,0.0,1.02,0.95,0.0,1.53,inf,4.84,2024_2025
201,Dean Henderson,Chelsea,Goalkeeper,4.6,38.0,3.55,3.0,0.0,0.0,0.0,0.0,0.29,0.33,1.34,1.0,0.0,0.0,0.0,0.0,1.32,1.46,0.0,1.53,inf,3.15,2024_2025
338,Sepp van den Berg,Bournemouth,Defender,4.1,38.0,1.63,2.67,0.0,0.0,0.03,0.0,0.13,0.33,1.29,1.33,0.05,0.08,0.01,0.0,1.17,1.01,0.05,1.54,82.0,4.06,2024_2025
24,Benjamin White,Arsenal,Defender,6.2,38.0,1.32,4.0,0.0,0.0,0.05,0.33,0.13,0.33,0.34,1.0,0.01,0.02,0.03,0.25,0.44,1.56,0.26,1.55,23.85,3.97,2024_2025
259,Harry Wilson,Everton,Midfielder,5.2,38.0,2.05,3.33,0.16,0.33,0.05,0.0,0.05,0.0,0.55,1.33,0.11,0.14,0.03,0.02,0.43,1.1,0.13,1.56,40.0,4.73,2024_2025
591,Jean-Clair Todibo,West Ham,Defender,4.2,38.0,1.42,2.67,0.0,0.0,0.0,0.0,0.13,0.33,0.87,1.0,0.01,0.07,0.0,0.0,0.79,1.5,0.01,1.57,420.0,2.8,2024_2025
149,Mats Wieffer,Brentford,Midfielder,4.7,38.0,1.37,3.0,0.03,0.0,0.13,0.33,0.05,0.33,0.58,1.0,0.02,0.01,0.03,0.07,0.5,1.7,0.09000000000000001,1.57,52.22,2.76,2024_2025
52,Pau Torres,Aston Villa,Defender,4.2,37.0,1.45,2.67,0.0,0.0,0.0,0.0,0.13,0.33,0.87,0.67,0.01,0.0,0.01,0.02,0.78,1.36,0.03,1.57,140.0,3.09,2024_2025
243,Tom Cairney,Everton,Midfielder,4.8,38.0,0.87,3.0,0.05,0.33,0.0,0.0,0.03,0.0,0.32,0.67,0.02,0.18,0.03,0.02,0.25,1.05,0.04,1.6,120.0,4.57,2024_2025
233,Amadou Onana,Aston Villa,Midfielder,4.8,38.0,1.71,3.0,0.08,0.0,0.0,0.0,0.16,1.0,0.61,0.0,0.06,0.0,0.02,0.07,0.62,0.92,0.13,1.6,36.92,5.22,2024_2025
524,Max Kilman,West Ham,Defender,4.3,38.0,2.16,2.67,0.0,0.0,0.03,0.0,0.16,0.33,1.63,1.0,0.04,0.03,0.03,0.01,1.57,1.68,0.05,1.61,86.0,2.56,2024_2025
9,Gabriel Martinelli Silva,Arsenal,Midfielder,6.5,38.0,3.29,4.0,0.21,0.33,0.11,0.0,0.26,0.33,0.66,1.0,0.19,0.42,0.12,0.1,0.69,1.68,0.29000000000000004,1.62,22.41,3.87,2024_2025
262,Nathan Broadhead,Fulham,Midfielder,4.9,38.0,0.97,3.0,0.05,0.33,0.0,0.0,0.05,0.0,0.32,0.67,0.05,0.07,0.03,0.01,0.31,0.34,0.060000000000000005,1.63,81.67,14.41,2024_2025
377,Harry Maguire,Man Utd,Defender,4.9,38.0,1.26,3.0,0.03,0.0,0.0,0.0,0.08,0.33,0.71,0.67,0.05,0.12,0.01,0.01,0.71,0.62,0.060000000000000005,1.63,81.67,7.9,2024_2025
81,Adam Smith,Burnley,Defender,4.4,38.0,1.5,2.67,0.0,0.0,0.0,0.0,0.16,0.33,0.47,0.67,0.02,0.0,0.02,0.11,0.5,0.47,0.13,1.65,33.85,9.36,2024_2025
560,Pedro Lomba Neto,Brighton,Midfielder,6.1,38.0,2.74,3.67,0.11,0.0,0.16,0.33,0.21,0.67,0.66,0.67,0.09,0.18,0.12,0.04,0.74,0.87,0.13,1.66,46.92,7.01,2024_2025
517,Aaron Cresswell,West Ham,Defender,3.9,38.0,0.95,2.33,0.0,0.0,0.0,0.0,0.08,0.33,0.21,0.33,0.01,0.04,0.05,0.19,0.34,1.24,0.2,1.67,19.5,3.15,2024_2025
461,Taylor Harwood-Bellis,Sunderland,Defender,3.9,37.0,1.45,2.33,0.03,0.0,0.0,0.0,0.08,0.33,1.71,0.67,0.05,0.0,0.02,0.01,1.8,1.52,0.060000000000000005,1.67,65.0,2.57,2024_2025
457,James Bree,Sunderland,Defender,3.9,37.0,0.61,2.33,0.0,0.0,0.03,0.0,0.03,0.33,0.82,0.67,0.0,0.0,0.02,0.01,0.84,1.52,0.01,1.67,390.0,2.57,2024_2025
