player_id,full_name,team_name,position,now_cost,most_recent_gameweek_played,average_points,average_points_l3,average_goals_scored,average_goals_scored_l3,average_assists,average_assists_l3,average_clean_sheets,average_clean_sheets_l3,average_goals_conceded,average_goals_conceded_l3,average_expected_goals,average_expected_goals_l3,average_expected_assists,average_expected_assists_l3,average_expected_goals_conceded,average_expected_goals_conceded_l3,avg_xg_and_xa_l3,now_cost_per_avg_l3_points,now_cost_per_avg_l3_xg_and_xa,now_cost_per_avg_l3_xg_conceded,season
16,Bukayo Saka,Arsenal,Midfielder,10.0,8.0,3.38,5.67,0.25,0.33,0.0,0.0,0.38,0.67,0.12,0.33,0.16,0.33,0.25,0.56,0.44,0.49,0.7200000000000001,1.76,13.89,20.41,2025_2026
423,Nico González Iglesias,Man City,Midfielder,5.9,8.0,2.0,3.33,0.0,0.0,0.0,0.0,0.38,0.67,0.5,0.33,0.01,0.02,0.05,0.1,0.61,0.68,0.11,1.77,53.64,8.68,2025_2026
624,Jarrod Bowen,West Ham,Forward,7.8,8.0,4.62,4.33,0.38,0.33,0.0,0.0,0.12,0.0,2.25,1.67,0.11,0.08,0.06,0.02,1.7,1.94,0.13,1.8,60.0,4.02,2025_2026
84,Marcus Tavernier,Bournemouth,Midfielder,5.5,8.0,4.0,3.0,0.12,0.0,0.12,0.33,0.5,0.33,0.88,0.67,0.12,0.0,0.14,0.23,0.9,1.22,0.35,1.83,15.71,4.51,2025_2026
237,Enzo Fernández,Chelsea,Midfielder,6.7,7.0,5.12,3.67,0.38,0.33,0.25,0.0,0.25,0.0,1.12,1.33,0.47,0.61,0.06,0.02,1.23,1.41,0.49,1.83,13.67,4.75,2025_2026
291,James Tarkowski,Everton,Defender,5.5,8.0,4.38,3.0,0.0,0.0,0.0,0.0,0.25,0.0,1.12,1.33,0.02,0.0,0.06,0.12,1.53,1.74,0.13999999999999999,1.83,39.29,3.16,2025_2026
220,Robert Lynch Sánchez,Chelsea,Goalkeeper,4.9,8.0,3.0,2.67,0.0,0.0,0.0,0.0,0.38,0.33,1.12,1.33,0.0,0.0,0.0,0.0,1.31,2.19,0.0,1.84,inf,2.24,2025_2026
58,Boubacar Kamara,Aston Villa,Midfielder,4.9,8.0,2.12,2.67,0.0,0.0,0.25,0.33,0.12,0.0,0.5,0.67,0.01,0.01,0.04,0.07,0.58,0.46,0.08,1.84,61.25,10.65,2025_2026
228,Malo Gusto,Chelsea,Defender,4.9,8.0,2.25,2.67,0.0,0.0,0.12,0.33,0.25,0.33,0.62,1.33,0.01,0.02,0.03,0.07,0.98,2.03,0.08,1.84,61.25,2.41,2025_2026
600,Alphonse Areola,West Ham,Goalkeeper,4.3,8.0,1.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.67,0.0,0.0,0.0,0.0,1.02,1.94,0.0,1.85,inf,2.22,2025_2026
41,Pau Torres,Aston Villa,Defender,4.3,8.0,1.25,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.67,0.01,0.01,0.02,0.01,0.49,0.6,0.02,1.85,215.0,7.17,2025_2026
568,Pedro Porro Sauceda,Spurs,Defender,5.6,8.0,3.88,3.0,0.0,0.0,0.12,0.33,0.38,0.0,0.75,1.0,0.01,0.0,0.11,0.02,1.01,0.72,0.03,1.87,186.67,7.78,2025_2026
293,Jake O'Brien,Everton,Defender,5.0,8.0,3.0,2.67,0.0,0.0,0.0,0.0,0.25,0.0,1.12,1.33,0.05,0.04,0.02,0.03,1.53,1.74,0.08,1.87,62.5,2.87,2025_2026
553,Chemsdine Talbi,Sunderland,Midfielder,5.0,8.0,3.0,2.67,0.0,0.0,0.25,0.33,0.5,0.33,0.25,0.0,0.11,0.1,0.04,0.01,0.84,0.88,0.12,1.87,41.67,5.68,2025_2026
273,Adam Wharton,Crystal Palace,Midfielder,5.0,8.0,2.62,2.67,0.0,0.0,0.12,0.0,0.25,0.33,0.88,1.67,0.02,0.05,0.21,0.34,1.08,1.7,0.36000000000000004,1.87,13.89,2.94,2025_2026
415,Sávio Moreira de Oliveira,Man City,Midfielder,6.9,8.0,1.62,3.67,0.0,0.0,0.12,0.33,0.25,0.67,0.25,0.33,0.02,0.05,0.05,0.14,0.45,0.68,0.16,1.88,43.12,10.15,2025_2026
605,Maximilian Kilman,West Ham,Defender,4.4,8.0,2.0,2.33,0.0,0.0,0.0,0.0,0.12,0.0,2.25,1.67,0.05,0.0,0.02,0.05,1.7,1.94,0.1,1.89,44.0,2.27,2025_2026
200,Jaidon Anthony,Burnley,Midfielder,5.7,8.0,5.38,3.0,0.5,0.33,0.12,0.0,0.38,0.33,1.38,1.33,0.27,0.03,0.08,0.03,1.75,1.56,0.30000000000000004,1.9,19.0,3.65,2025_2026
120,Kevin Schade,Brentford,Midfielder,7.0,8.0,3.0,3.67,0.12,0.0,0.25,0.67,0.25,0.33,1.0,0.67,0.26,0.11,0.07,0.09,1.03,1.08,0.35,1.91,20.0,6.48,2025_2026
257,Maxence Lacroix,Crystal Palace,Defender,5.1,8.0,4.75,2.67,0.0,0.0,0.12,0.0,0.38,0.0,1.0,2.0,0.04,0.01,0.02,0.01,1.36,2.07,0.05,1.91,102.0,2.46,2025_2026
342,Jayden Bogle,Leeds,Defender,4.5,8.0,3.0,2.33,0.0,0.0,0.12,0.0,0.25,0.0,1.5,2.0,0.08,0.16,0.03,0.07,0.91,0.6,0.15000000000000002,1.93,30.0,7.5,2025_2026
317,Joachim Andersen,Fulham,Defender,4.5,8.0,3.75,2.33,0.0,0.0,0.0,0.0,0.12,0.0,1.38,2.0,0.05,0.0,0.09,0.0,1.2,0.93,0.05,1.93,90.0,4.84,2025_2026
387,Dominik Szoboszlai,Liverpool,Midfielder,6.5,8.0,3.88,3.33,0.12,0.0,0.0,0.0,0.25,0.0,1.38,2.0,0.12,0.2,0.1,0.19,1.15,1.75,0.31,1.95,20.97,3.71,2025_2026
517,Elliot Anderson,Nott'm Forest,Midfielder,5.3,8.0,3.25,2.67,0.0,0.0,0.12,0.0,0.0,0.0,1.88,2.0,0.08,0.06,0.13,0.1,1.73,2.05,0.18,1.99,29.44,2.59,2025_2026
160,Yankuba Minteh,Brighton,Midfielder,6.0,8.0,4.12,3.0,0.12,0.0,0.25,0.33,0.12,0.0,1.12,1.0,0.22,0.16,0.19,0.25,1.28,1.25,0.47,2.0,12.77,4.8,2025_2026
646,João Victor Gomes da Silva,Wolves,Midfielder,5.4,8.0,2.5,2.67,0.0,0.0,0.0,0.0,0.12,0.33,1.75,0.67,0.04,0.03,0.05,0.04,1.28,0.85,0.08,2.02,67.5,6.35,2025_2026
502,Matz Sels,Nott'm Forest,Goalkeeper,4.8,8.0,2.12,2.33,0.0,0.0,0.0,0.0,0.0,0.0,1.88,2.0,0.0,0.0,0.0,0.0,1.73,2.05,0.0,2.06,inf,2.34,2025_2026
26,Martín Zubimendi Ibáñez,Arsenal,Midfielder,5.5,8.0,4.38,2.67,0.25,0.0,0.0,0.0,0.62,0.67,0.38,0.33,0.03,0.0,0.11,0.25,0.55,0.37,0.28,2.06,19.64,14.86,2025_2026
266,Eberechi Eze,Arsenal,Midfielder,7.6,8.0,3.12,3.67,0.0,0.0,0.38,0.33,0.5,0.67,0.25,0.33,0.17,0.31,0.11,0.06,0.41,0.46,0.23,2.07,33.04,16.52,2025_2026
81,Justin Kluivert,Bournemouth,Midfielder,7.0,8.0,1.75,3.33,0.12,0.33,0.0,0.0,0.0,0.0,0.62,1.67,0.04,0.01,0.08,0.1,0.59,1.51,0.14,2.1,50.0,4.64,2025_2026
385,Federico Chiesa,Liverpool,Midfielder,6.4,8.0,2.25,3.0,0.25,0.33,0.12,0.33,0.0,0.0,0.38,0.67,0.09,0.12,0.01,0.01,0.2,0.44,0.09999999999999999,2.13,64.0,14.55,2025_2026
478,Kieran Trippier,Newcastle,Defender,5.0,8.0,3.5,2.33,0.0,0.0,0.0,0.0,0.5,0.33,0.75,1.33,0.0,0.0,0.08,0.09,0.42,0.56,0.09,2.15,55.56,8.93,2025_2026
90,Alex Scott,Bournemouth,Midfielder,5.0,8.0,3.25,2.33,0.12,0.0,0.0,0.0,0.38,0.0,0.62,0.67,0.05,0.06,0.04,0.03,0.76,1.04,0.08,2.15,62.5,4.81,2025_2026
85,Tyler Adams,Bournemouth,Midfielder,5.0,8.0,2.62,2.33,0.0,0.0,0.0,0.0,0.38,0.0,1.25,2.0,0.02,0.02,0.02,0.02,1.28,2.27,0.04,2.15,125.0,2.2,2025_2026
319,Timothy Castagne,Fulham,Defender,4.4,8.0,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.33,0.05,0.01,0.02,0.02,1.03,1.37,0.07,2.2,62.86,3.21,2025_2026
148,Ferdi Kadıoğlu,Brighton,Defender,4.4,8.0,1.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.0,0.02,0.04,0.07,0.18,0.88,1.27,0.19999999999999998,2.2,22.0,3.46,2025_2026
22,Mikel Merino Zazón,Arsenal,Midfielder,5.9,8.0,2.0,2.67,0.12,0.33,0.0,0.0,0.25,0.0,0.12,0.0,0.04,0.07,0.02,0.0,0.22,0.08,0.04,2.21,147.5,73.75,2025_2026
38,Ezri Konsa Ngoyo,Aston Villa,Defender,4.5,8.0,2.25,2.0,0.0,0.0,0.0,0.0,0.25,0.0,0.88,1.0,0.0,0.01,0.01,0.01,1.12,0.7,0.01,2.25,450.0,6.43,2025_2026
335,Josh King,Fulham,Midfielder,4.5,8.0,1.75,2.0,0.0,0.0,0.0,0.0,0.12,0.33,1.12,1.33,0.1,0.1,0.04,0.01,1.09,0.9,0.11,2.25,40.91,5.0,2025_2026
627,Sam Johnstone,Wolves,Goalkeeper,4.5,8.0,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.33,0.0,0.0,0.0,0.0,0.53,0.89,0.0,2.25,inf,5.06,2025_2026
695,Jackson Tchatchoua,Wolves,Defender,4.5,8.0,1.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,1.0,0.04,0.09,0.01,0.0,0.63,0.45,0.04,2.25,112.5,10.0,2025_2026
36,Matty Cash,Aston Villa,Defender,4.6,8.0,3.88,2.0,0.12,0.0,0.0,0.0,0.25,0.0,0.88,1.0,0.02,0.02,0.07,0.02,1.2,0.69,0.04,2.3,115.0,6.67,2025_2026
405,Nathan Aké,Man City,Defender,5.4,8.0,1.25,2.33,0.0,0.0,0.0,0.0,0.12,0.33,0.38,0.0,0.04,0.05,0.02,0.01,0.27,0.27,0.05,2.32,108.0,20.0,2025_2026
337,Raúl Jiménez Rodríguez,Fulham,Forward,6.2,8.0,1.75,2.67,0.12,0.33,0.0,0.0,0.0,0.0,0.25,0.33,0.06,0.04,0.0,0.01,0.41,0.62,0.06999999999999999,2.32,88.57,10.0,2025_2026
374,Ibrahima Konaté,Liverpool,Defender,5.4,8.0,3.38,2.33,0.0,0.0,0.0,0.0,0.25,0.0,1.12,1.33,0.08,0.03,0.04,0.08,0.94,1.23,0.16,2.32,33.75,4.39,2025_2026
64,Ollie Watkins,Aston Villa,Forward,8.6,8.0,2.62,3.67,0.12,0.33,0.0,0.0,0.38,0.33,0.75,0.33,0.22,0.21,0.03,0.02,1.15,0.42,0.24,2.34,35.83,20.48,2025_2026
708,Mateus Gonçalo Espanha Fernandes,West Ham,Midfielder,5.5,8.0,2.33,2.33,0.0,0.0,0.0,0.0,0.17,0.0,1.33,1.33,0.03,0.05,0.05,0.01,1.41,1.65,0.04,2.36,137.5,3.33,2025_2026
287,Jordan Pickford,Everton,Goalkeeper,5.5,8.0,4.0,2.33,0.0,0.0,0.0,0.0,0.25,0.0,1.12,1.33,0.0,0.0,0.01,0.01,1.53,1.74,0.01,2.36,550.0,3.16,2025_2026
324,Alex Iwobi,Fulham,Midfielder,6.5,8.0,4.25,2.67,0.12,0.0,0.25,0.0,0.12,0.0,1.38,2.0,0.05,0.04,0.15,0.14,1.23,1.19,0.19,2.43,34.21,5.46,2025_2026
330,Sander Berge,Fulham,Midfielder,4.9,8.0,2.25,2.0,0.0,0.0,0.0,0.0,0.12,0.0,1.5,2.33,0.05,0.0,0.04,0.02,1.32,1.37,0.07,2.45,70.0,3.58,2025_2026
166,Yasin Ayari,Brighton,Midfielder,4.9,8.0,2.75,2.0,0.12,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.07,0.05,0.06,0.07,1.08,1.27,0.14,2.45,35.0,3.86,2025_2026
292,Vitalii Mykolenko,Everton,Defender,4.9,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,0.0,0.01,0.05,0.05,0.9,1.74,0.05,2.45,98.0,2.82,2025_2026
593,Pape Matar Sarr,Spurs,Midfielder,4.9,8.0,3.12,2.0,0.12,0.0,0.25,0.33,0.38,0.0,0.12,0.0,0.04,0.0,0.04,0.01,0.63,0.13,0.05,2.45,98.0,37.69,2025_2026
354,Ethan Ampadu,Leeds,Midfielder,4.9,8.0,2.12,2.0,0.0,0.0,0.0,0.0,0.12,0.0,1.0,2.0,0.02,0.04,0.02,0.04,0.59,0.6,0.06,2.45,81.67,8.17,2025_2026
391,Ben Gannon-Doak,Bournemouth,Midfielder,4.9,8.0,0.75,2.0,0.0,0.0,0.12,0.33,0.0,0.0,0.12,0.33,0.01,0.03,0.01,0.03,0.3,0.81,0.04,2.45,122.5,6.05,2025_2026
121,Mikkel Damsgaard,Brentford,Midfielder,5.8,8.0,2.75,2.33,0.12,0.0,0.0,0.0,0.25,0.33,0.88,0.67,0.04,0.01,0.13,0.17,0.83,0.98,0.21000000000000002,2.49,27.62,5.92,2025_2026
253,Dean Henderson,Crystal Palace,Goalkeeper,5.0,8.0,3.5,2.0,0.0,0.0,0.0,0.0,0.38,0.0,1.0,2.0,0.0,0.0,0.01,0.01,1.36,2.07,0.01,2.5,500.0,2.42,2025_2026
258,Tyrick Mitchell,Crystal Palace,Defender,5.0,8.0,4.5,2.0,0.12,0.0,0.0,0.0,0.38,0.0,1.0,2.0,0.05,0.04,0.06,0.05,1.36,2.07,0.1,2.5,50.0,2.42,2025_2026
477,Tino Livramento,Newcastle,Defender,5.0,6.0,4.62,2.0,0.0,0.0,0.12,0.0,0.62,0.33,0.38,0.0,0.0,0.0,0.04,0.0,0.53,0.54,0.0,2.5,inf,9.26,2025_2026
314,Bernd Leno,Fulham,Goalkeeper,5.0,8.0,2.88,2.0,0.0,0.0,0.0,0.0,0.12,0.0,1.5,2.33,0.0,0.0,0.0,0.0,1.37,1.37,0.0,2.5,inf,3.65,2025_2026
552,Noah Sadiki,Sunderland,Midfielder,5.0,8.0,2.12,2.0,0.0,0.0,0.0,0.0,0.5,0.67,0.75,0.67,0.01,0.02,0.04,0.02,1.13,1.42,0.03,2.5,166.67,3.52,2025_2026
32,Emiliano Martínez Romero,Aston Villa,Goalkeeper,5.0,8.0,2.12,2.0,0.0,0.0,0.0,0.0,0.12,0.0,0.62,1.0,0.0,0.0,0.0,0.01,0.8,0.7,0.01,2.5,500.0,7.14,2025_2026
612,Lucas Tolentino Coelho de Lima,West Ham,Midfielder,5.9,8.0,3.88,2.33,0.25,0.0,0.0,0.0,0.12,0.0,2.25,1.67,0.2,0.05,0.12,0.21,1.63,1.94,0.41000000000000003,2.53,14.39,3.04,2025_2026
490,Joelinton Cássio Apolinário de Lira,Newcastle,Midfielder,5.9,8.0,1.75,2.33,0.0,0.0,0.0,0.0,0.38,0.33,0.5,0.67,0.07,0.17,0.05,0.01,0.46,0.93,0.08,2.53,73.75,6.34,2025_2026
565,Guglielmo Vicario,Spurs,Goalkeeper,5.1,8.0,4.5,2.0,0.0,0.0,0.0,0.0,0.38,0.0,0.88,1.33,0.0,0.0,0.0,0.0,1.14,1.05,0.0,2.55,inf,4.86,2025_2026
660,Anton Stach,Leeds,Midfielder,5.1,8.0,4.38,2.0,0.12,0.0,0.25,0.0,0.25,0.0,1.62,2.0,0.1,0.06,0.08,0.03,1.04,0.59,0.13,2.55,39.23,8.64,2025_2026
497,Lewis Miley,Newcastle,Midfielder,4.4,8.0,1.38,1.67,0.0,0.0,0.12,0.33,0.12,0.0,0.25,0.33,0.0,0.0,0.04,0.09,0.16,0.07,0.09,2.63,48.89,62.86,2025_2026
139,Bart Verbruggen,Brighton,Goalkeeper,4.4,8.0,1.62,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.0,0.0,0.0,0.0,0.0,1.33,1.27,0.0,2.63,inf,3.46,2025_2026
606,Konstantinos Mavropanos,West Ham,Defender,4.4,8.0,2.12,1.67,0.0,0.0,0.0,0.0,0.12,0.0,1.12,1.33,0.05,0.05,0.01,0.01,1.04,1.33,0.060000000000000005,2.63,73.33,3.31,2025_2026
511,Felipe Rodrigues da Silva,Nott'm Forest,Defender,4.4,7.0,0.88,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.67,0.0,0.01,0.0,0.01,0.87,1.43,0.01,2.63,440.0,3.08,2025_2026
180,Stefanos Tzimas,Brighton,Forward,5.3,8.0,0.88,2.0,0.0,0.0,0.12,0.33,0.0,0.0,0.12,0.33,0.04,0.11,0.0,0.0,0.18,0.4,0.04,2.65,132.5,13.25,2025_2026
329,Harry Wilson,Fulham,Midfielder,5.3,8.0,2.88,2.0,0.12,0.0,0.12,0.0,0.12,0.33,0.75,1.33,0.12,0.15,0.04,0.04,0.74,0.95,0.16,2.65,33.12,5.58,2025_2026
449,Bruno Borges Fernandes,Man Utd,Midfielder,8.9,8.0,4.5,3.33,0.25,0.0,0.12,0.33,0.12,0.33,1.5,1.33,0.49,0.39,0.18,0.14,1.54,1.72,0.63,2.67,14.13,5.17,2025_2026
162,Brajan Gruda,Brighton,Midfielder,5.4,7.0,2.38,2.0,0.12,0.0,0.12,0.33,0.0,0.0,0.38,0.33,0.2,0.11,0.05,0.13,0.36,0.31,0.33,2.7,16.36,17.42,2025_2026
284,Eddie Nketiah,Crystal Palace,Forward,5.4,8.0,0.88,2.0,0.12,0.33,0.0,0.0,0.0,0.0,0.5,1.33,0.08,0.2,0.04,0.12,0.38,0.96,0.2,2.7,27.0,5.63,2025_2026
302,Idrissa Gana Gueye,Everton,Midfielder,5.4,8.0,3.25,2.0,0.12,0.0,0.0,0.0,0.25,0.0,1.0,1.33,0.1,0.01,0.05,0.07,1.34,1.37,0.17,2.7,31.76,3.94,2025_2026
691,Dominic Calvert-Lewin,Leeds,Forward,5.5,8.0,2.86,2.0,0.14,0.0,0.14,0.0,0.14,0.0,0.86,1.67,0.24,0.39,0.06,0.12,0.5,0.52,0.36,2.75,15.28,10.58,2025_2026
485,Anthony Gordon,Newcastle,Midfielder,7.5,8.0,1.12,2.67,0.0,0.0,0.0,0.0,0.38,0.67,0.5,0.33,0.16,0.08,0.03,0.06,0.35,0.84,0.22,2.81,34.09,8.93,2025_2026
427,Tijjani Reijnders,Man City,Midfielder,5.7,8.0,4.0,2.0,0.12,0.0,0.25,0.0,0.38,0.33,0.75,0.33,0.16,0.21,0.07,0.07,1.03,0.59,0.23,2.85,24.78,9.66,2025_2026
59,Amadou Onana,Aston Villa,Midfielder,4.8,8.0,1.38,1.67,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.33,0.03,0.0,0.01,0.0,0.39,0.19,0.03,2.87,160.0,25.26,2025_2026
167,Carlos Baleba,Brighton,Midfielder,4.8,8.0,1.38,1.67,0.0,0.0,0.0,0.0,0.25,0.33,0.62,0.67,0.01,0.01,0.02,0.04,0.82,0.76,0.05,2.87,96.0,6.32,2025_2026
304,Tim Iroegbunam,Everton,Midfielder,4.9,8.0,1.5,1.67,0.0,0.0,0.12,0.33,0.38,0.0,0.12,0.0,0.02,0.0,0.0,0.0,0.6,0.47,0.02,2.93,245.0,10.43,2025_2026
107,Keane Lewis-Potter,Brentford,Defender,4.9,8.0,2.5,1.67,0.0,0.0,0.12,0.33,0.25,0.0,1.0,0.0,0.02,0.01,0.02,0.03,0.85,0.37,0.05,2.93,98.0,13.24,2025_2026
209,Josh Laurent,Burnley,Midfielder,4.9,8.0,1.5,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.33,0.02,0.01,0.02,0.0,1.33,1.46,0.02,2.93,245.0,3.36,2025_2026
169,Diego Gómez Amarilla,Brighton,Midfielder,4.9,8.0,1.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.67,0.04,0.08,0.02,0.01,0.59,0.71,0.05,2.93,98.0,6.9,2025_2026
332,Saša Lukić,Fulham,Midfielder,5.0,7.0,2.25,1.67,0.0,0.0,0.25,0.33,0.12,0.0,1.0,1.0,0.1,0.08,0.12,0.04,1.0,0.39,0.14,2.99,35.71,12.82,2025_2026
373,Virgil van Dijk,Liverpool,Defender,6.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.25,0.0,1.38,2.0,0.05,0.08,0.02,0.01,1.15,1.75,0.060000000000000005,3.0,100.0,3.43,2025_2026
341,Karl Darlow,Leeds,Goalkeeper,4.0,8.0,1.25,1.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.55,0.6,0.0,3.01,inf,6.67,2025_2026
44,Lamare Bogarde,Aston Villa,Defender,4.0,7.0,1.88,1.33,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.67,0.0,0.0,0.01,0.01,0.41,0.4,0.01,3.01,400.0,10.0,2025_2026
116,Aaron Hickey,Brentford,Defender,4.0,7.0,0.75,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.67,0.0,0.01,0.01,0.02,0.28,0.62,0.02,3.01,200.0,6.45,2025_2026
515,Morgan Gibbs-White,Nott'm Forest,Midfielder,7.3,8.0,2.5,2.33,0.0,0.0,0.12,0.0,0.0,0.0,1.62,1.67,0.19,0.24,0.11,0.11,1.66,1.9,0.3,3.13,24.33,3.84,2025_2026
386,Alexis Mac Allister,Liverpool,Midfielder,6.3,8.0,2.12,2.0,0.0,0.0,0.12,0.0,0.12,0.0,0.62,1.0,0.04,0.05,0.03,0.03,0.7,1.01,0.07,3.15,90.0,6.24,2025_2026
452,Amad Diallo,Man Utd,Midfielder,6.3,8.0,2.12,2.0,0.0,0.0,0.25,0.33,0.12,0.33,0.75,0.0,0.24,0.21,0.13,0.1,0.87,0.56,0.33999999999999997,3.15,18.53,11.25,2025_2026
505,Nikola Milenković,Nott'm Forest,Defender,5.3,8.0,1.62,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.88,2.0,0.05,0.11,0.02,0.01,1.73,2.05,0.060000000000000005,3.17,88.33,2.59,2025_2026
311,Norberto Bercique Gomes Betuncal,Everton,Forward,5.3,8.0,2.12,1.67,0.12,0.0,0.0,0.0,0.12,0.0,0.88,1.0,0.39,0.37,0.01,0.01,1.02,1.08,0.4,3.17,13.25,4.91,2025_2026
588,Wilson Odobert,Spurs,Midfielder,5.3,8.0,1.38,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.0,0.08,0.09,0.05,0.1,0.38,0.54,0.18,3.17,29.44,9.81,2025_2026
654,Jørgen Strand Larsen,Wolves,Forward,6.4,8.0,1.38,2.0,0.0,0.0,0.0,0.0,0.25,0.67,0.88,0.67,0.09,0.06,0.03,0.03,0.74,0.8,0.12,3.2,53.33,8.0,2025_2026
424,Oscar Bobb,Man City,Midfielder,5.4,8.0,2.0,1.67,0.0,0.0,0.12,0.0,0.25,0.33,0.5,0.0,0.05,0.02,0.11,0.12,0.57,0.29,0.16999999999999998,3.23,31.76,18.62,2025_2026
727,Samuel Chukwueze,Fulham,Midfielder,5.4,7.0,1.0,1.67,0.0,0.0,0.2,0.33,0.0,0.0,0.6,1.0,0.04,0.06,0.08,0.13,0.13,0.22,0.17,3.23,31.76,24.55,2025_2026
321,Jorge Cuenca Barreno,Fulham,Defender,4.4,8.0,0.88,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.33,0.0,0.0,0.0,0.0,0.3,0.43,0.0,3.31,inf,10.23,2025_2026
574,Destiny Udogie,Spurs,Defender,4.4,7.0,0.88,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.67,0.0,0.0,0.03,0.03,0.52,0.94,0.03,3.31,146.67,4.68,2025_2026
560,Wilson Isidor,Sunderland,Forward,5.6,8.0,3.75,1.67,0.38,0.0,0.0,0.0,0.38,0.67,0.62,0.67,0.16,0.09,0.0,0.01,0.82,1.11,0.17,3.35,32.94,5.05,2025_2026
146,Lewis Dunk,Brighton,Defender,4.5,8.0,2.12,1.33,0.0,0.0,0.12,0.0,0.0,0.0,1.38,1.0,0.04,0.05,0.01,0.01,1.33,1.27,0.05,3.38,90.0,3.54,2025_2026
343,Pascal Struijk,Leeds,Defender,4.5,7.0,3.0,1.33,0.0,0.0,0.0,0.0,0.25,0.0,1.62,2.0,0.1,0.19,0.01,0.02,1.04,0.6,0.12000000000000001,3.38,37.5,7.5,2025_2026
414,Phil Foden,Man City,Midfielder,8.1,8.0,2.88,2.33,0.12,0.0,0.0,0.0,0.5,0.67,0.12,0.33,0.1,0.11,0.13,0.32,0.58,0.68,0.42000000000000004,3.48,19.29,11.91,2025_2026
499,Alexander Isak,Liverpool,Forward,10.5,8.0,1.25,3.0,0.0,0.0,0.12,0.33,0.0,0.0,0.38,1.0,0.12,0.31,0.0,0.01,0.42,1.09,0.13,3.5,80.77,9.63,2025_2026
712,Yéremy Pino Santos,Crystal Palace,Midfielder,5.9,8.0,1.67,1.67,0.0,0.0,0.0,0.0,0.33,0.33,0.5,1.0,0.19,0.1,0.14,0.17,0.84,1.39,0.36,3.53,16.39,4.24,2025_2026
575,Micky van de Ven,Spurs,Defender,4.7,7.0,4.0,1.33,0.12,0.0,0.0,0.0,0.38,0.0,0.88,1.33,0.1,0.04,0.02,0.05,1.14,1.05,0.15000000000000002,3.53,31.33,4.48,2025_2026
83,Dango Ouattara,Brentford,Midfielder,6.0,8.0,2.75,1.67,0.12,0.0,0.0,0.0,0.25,0.33,0.5,0.33,0.23,0.29,0.04,0.11,0.56,0.44,0.34,3.59,17.65,13.64,2025_2026
551,Chris Rigg,Sunderland,Midfielder,4.8,8.0,0.88,1.33,0.0,0.0,0.0,0.0,0.12,0.33,0.0,0.0,0.02,0.02,0.01,0.01,0.15,0.26,0.03,3.61,160.0,18.46,2025_2026
459,Manuel Ugarte Ribeiro,Man Utd,Midfielder,4.8,8.0,1.38,1.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.0,0.0,0.0,0.92,1.27,0.01,3.61,480.0,3.78,2025_2026
331,Tom Cairney,Fulham,Midfielder,4.9,8.0,0.75,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.33,0.04,0.11,0.01,0.02,0.34,0.74,0.06,3.68,81.67,6.62,2025_2026
489,Jacob Murphy,Newcastle,Midfielder,6.2,8.0,2.25,1.67,0.0,0.0,0.12,0.0,0.5,0.33,0.12,0.33,0.18,0.14,0.1,0.14,0.44,0.63,0.32,3.71,19.38,9.84,2025_2026
249,João Pedro Junqueira de Jesus,Chelsea,Forward,7.5,8.0,5.12,2.0,0.25,0.0,0.38,0.0,0.38,0.33,1.0,1.33,0.2,0.02,0.06,0.08,1.38,2.06,0.28,3.75,26.79,3.64,2025_2026
677,Evann Guessand,Aston Villa,Midfielder,6.3,8.0,1.38,1.67,0.0,0.0,0.0,0.0,0.12,0.0,0.5,1.0,0.04,0.0,0.04,0.06,0.64,0.55,0.1,3.77,63.0,11.45,2025_2026
326,Adama Traoré Diarra,Fulham,Midfielder,5.2,8.0,0.88,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.33,0.01,0.01,0.06,0.14,0.34,0.73,0.15000000000000002,3.91,34.67,7.12,2025_2026
