player_id,full_name,team_name,position,gw_id,goals_scored,assists,clean_sheets,goals_conceded,expected_goals,expected_assists,expected_goals_conceded,total_points,season
81,Justin Kluivert,Bournemouth,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
82,Antoine Semenyo,Bournemouth,Midfielder,1,2,0,0,4,0.91,0.02,2.21,15,2025_2026
83,Dango Ouattara,Brentford,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
84,Marcus Tavernier,Bournemouth,Midfielder,1,0,0,0,4,0.32,0.06,2.21,4,2025_2026
85,Tyler Adams,Bournemouth,Midfielder,1,0,0,0,3,0.0,0.1,2.1,4,2025_2026
86,David Brooks,Bournemouth,Midfielder,1,0,1,0,2,0.19,0.19,1.9,4,2025_2026
87,Ryan Christie,Bournemouth,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
88,Lewis Cook,Bournemouth,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
90,Alex Scott,Bournemouth,Midfielder,1,0,0,0,2,0.0,0.0,1.81,2,2025_2026
97,Francisco Evanilson de Lima Barbosa,Bournemouth,Forward,1,0,0,0,4,0.29,0.0,2.21,1,2025_2026
100,Eli Junior Kroupi,Bournemouth,Forward,1,0,0,0,1,0.0,0.0,0.11,1,2025_2026
101,Caoimhín Kelleher,Brentford,Goalkeeper,1,0,0,0,3,0.0,0.0,1.86,1,2025_2026
106,Nathan Collins,Brentford,Defender,1,0,0,0,3,0.02,0.0,1.86,0,2025_2026
107,Keane Lewis-Potter,Brentford,Defender,1,0,0,0,3,0.12,0.0,1.86,1,2025_2026
108,Kristoffer Ajer,Brentford,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
109,Rico Henry,Brentford,Defender,1,0,0,0,3,0.0,0.04,1.86,1,2025_2026
110,Michael Kayode,Brentford,Defender,1,0,0,0,3,0.0,0.08,1.86,1,2025_2026
113,Sepp van den Berg,Brentford,Defender,1,0,0,0,3,0.21,0.0,1.86,3,2025_2026
116,Aaron Hickey,Brentford,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
119,Bryan Mbeumo,Man Utd,Midfielder,1,0,0,0,1,0.42,0.05,1.31,2,2025_2026
120,Kevin Schade,Brentford,Midfielder,1,0,0,0,0,0.0,0.04,0.37,1,2025_2026
121,Mikkel Damsgaard,Brentford,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
123,Fábio Freitas Gouveia Carvalho,Brentford,Midfielder,1,0,0,0,3,0.03,0.03,1.86,2,2025_2026
124,Jordan Henderson,Brentford,Midfielder,1,0,0,0,0,0.0,0.0,0.0,1,2025_2026
125,Vitaly Janelt,Brentford,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
126,Mathias Jensen,Brentford,Midfielder,1,0,0,0,3,0.13,0.03,1.86,2,2025_2026
128,Frank Onyeka,Brentford,Midfielder,1,0,1,0,0,0.0,0.0,0.0,4,2025_2026
129,Yehor Yarmoliuk,Brentford,Midfielder,1,0,0,0,3,0.08,0.01,1.86,2,2025_2026
136,Igor Thiago Nascimento Rodrigues,Brentford,Forward,1,1,0,0,3,0.91,0.01,1.86,6,2025_2026
139,Bart Verbruggen,Brighton,Goalkeeper,1,0,0,0,1,0.0,0.0,0.76,2,2025_2026
144,Diego Coppola,Brighton,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
145,Maxim De Cuyper,Brighton,Defender,1,0,0,0,1,0.0,0.09,0.76,2,2025_2026
146,Lewis Dunk,Brighton,Defender,1,0,0,0,1,0.09,0.0,0.76,2,2025_2026
148,Ferdi Kadıoğlu,Brighton,Defender,1,0,0,0,1,0.0,0.0,0.24,0,2025_2026
149,Igor Julio dos Santos de Paulo,West Ham,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
151,Jan Paul van Hecke,Brighton,Defender,1,0,0,0,1,0.0,0.13,0.76,2,2025_2026
157,Mitoma Kaoru,Brighton,Midfielder,1,0,0,1,0,0.07,0.04,0.52,2,2025_2026
158,Georginio Rutter,Brighton,Midfielder,1,0,1,1,0,0.07,0.0,0.52,6,2025_2026
160,Yankuba Minteh,Brighton,Midfielder,1,0,0,1,0,0.09,0.02,0.52,3,2025_2026
162,Brajan Gruda,Brighton,Midfielder,1,0,0,0,1,0.31,0.0,0.24,1,2025_2026
166,Yasin Ayari,Brighton,Midfielder,1,0,0,0,1,0.0,0.12,0.76,3,2025_2026
167,Carlos Baleba,Brighton,Midfielder,1,0,0,1,0,0.02,0.01,0.52,3,2025_2026
169,Diego Gómez Amarilla,Brighton,Midfielder,1,0,0,0,1,0.03,0.03,0.24,0,2025_2026
170,James Milner,Brighton,Midfielder,1,0,0,0,1,0.0,0.0,0.24,1,2025_2026
173,Mats Wieffer,Brighton,Midfielder,1,0,0,0,1,0.02,0.02,0.76,4,2025_2026
178,Danny Welbeck,Brighton,Forward,1,0,0,0,1,0.0,0.0,0.24,1,2025_2026
180,Stefanos Tzimas,Brighton,Forward,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
181,Charalampos Kostoulas,Brighton,Forward,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
187,Kyle Walker,Burnley,Defender,1,0,0,0,3,0.01,0.02,2.32,1,2025_2026
191,Maxime Estève,Burnley,Defender,1,0,0,0,3,0.05,0.0,2.32,1,2025_2026
192,Quilindschy Hartman,Burnley,Defender,1,0,0,0,3,0.0,0.04,2.32,1,2025_2026
198,Axel Tuanzebe,Burnley,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
199,Joe Worrall,Burnley,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
200,Jaidon Anthony,Burnley,Midfielder,1,0,0,0,3,0.44,0.36,2.32,2,2025_2026
202,Jacob Bruun Larsen,Burnley,Midfielder,1,0,0,0,1,0.0,0.01,0.91,1,2025_2026
205,Josh Cullen,Burnley,Midfielder,1,0,0,0,3,0.0,0.28,2.32,4,2025_2026
207,Hannibal Mejbri,Burnley,Midfielder,1,0,0,0,2,0.03,0.01,1.41,2,2025_2026
209,Josh Laurent,Burnley,Midfielder,1,0,0,0,2,0.11,0.13,1.41,2,2025_2026
210,Loum Tchaouna,Burnley,Midfielder,1,0,0,0,0,0.0,0.01,0.23,1,2025_2026
215,Zian Flemming,Burnley,Forward,1,0,0,0,0,0.0,0.0,0.23,1,2025_2026
217,Lyle Foster,Burnley,Forward,1,0,0,0,3,0.22,0.04,2.09,2,2025_2026
218,Ashley Barnes,Burnley,Forward,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
220,Robert Lynch Sánchez,Chelsea,Goalkeeper,1,0,0,1,0,0.0,0.0,0.66,8,2025_2026
224,Marc Cucurella Saseta,Chelsea,Defender,1,0,0,1,0,0.11,0.1,0.66,8,2025_2026
225,Reece James,Chelsea,Defender,1,0,0,1,0,0.0,0.19,0.61,5,2025_2026
226,Trevoh Chalobah,Chelsea,Defender,1,0,0,1,0,0.09,0.03,0.66,6,2025_2026
228,Malo Gusto,Chelsea,Defender,1,0,0,0,0,0.02,0.0,0.05,1,2025_2026
232,Tosin Adarabioyo,Chelsea,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
233,Josh Acheampong,Chelsea,Defender,1,0,0,1,0,0.09,0.01,0.66,9,2025_2026
236,Pedro Lomba Neto,Chelsea,Midfielder,1,0,0,1,0,0.03,0.36,0.66,3,2025_2026
237,Enzo Fernández,Chelsea,Midfielder,1,0,0,1,0,0.0,0.1,0.61,3,2025_2026
238,Estêvão Almeida de Oliveira Gonçalves,Chelsea,Midfielder,1,0,0,0,0,0.34,0.37,0.07,0,2025_2026
239,Jamie Bynoe-Gittens,Chelsea,Midfielder,1,0,0,0,0,0.07,0.07,0.59,1,2025_2026
241,Moisés Caicedo Corozo,Chelsea,Midfielder,1,0,0,1,0,0.04,0.04,0.66,5,2025_2026
242,Kiernan Dewsbury-Hall,Everton,Midfielder,1,0,0,0,1,0.0,0.24,2.07,2,2025_2026
244,Roméo Lavia,Chelsea,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
246,Andrey Nascimento dos Santos,Chelsea,Midfielder,1,0,0,0,0,0.31,0.0,0.05,1,2025_2026
249,João Pedro Junqueira de Jesus,Chelsea,Forward,1,0,0,1,0,0.28,0.02,0.6,2,2025_2026
252,Marc Guiu Paz,Chelsea,Forward,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
253,Dean Henderson,Crystal Palace,Goalkeeper,1,0,0,1,0,0.0,0.0,1.6,6,2025_2026
256,Daniel Muñoz Mejía,Crystal Palace,Defender,1,0,0,1,0,0.05,0.0,1.6,5,2025_2026
257,Maxence Lacroix,Crystal Palace,Defender,1,0,0,1,0,0.0,0.0,1.6,8,2025_2026
258,Tyrick Mitchell,Crystal Palace,Defender,1,0,0,1,0,0.0,0.0,1.6,9,2025_2026
260,Marc Guéhi,Crystal Palace,Defender,1,0,0,1,0,0.0,0.0,1.6,6,2025_2026
261,Chris Richards,Crystal Palace,Defender,1,0,0,1,0,0.08,0.01,1.6,6,2025_2026
266,Eberechi Eze,Arsenal,Midfielder,1,0,0,1,0,0.24,0.0,1.22,3,2025_2026
267,Ismaïla Sarr,Crystal Palace,Midfielder,1,0,0,1,0,0.0,0.01,1.6,3,2025_2026
270,Will Hughes,Crystal Palace,Midfielder,1,0,0,1,0,0.0,0.0,1.22,2,2025_2026
271,Daichi Kamada,Crystal Palace,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
272,Jefferson Lerma Solís,Crystal Palace,Midfielder,1,0,0,0,0,0.0,0.0,0.38,1,2025_2026
273,Adam Wharton,Crystal Palace,Midfielder,1,0,0,1,0,0.0,0.05,1.6,3,2025_2026
276,Justin Devenny,Crystal Palace,Midfielder,1,0,0,0,0,0.0,0.0,0.38,1,2025_2026
283,Jean-Philippe Mateta,Crystal Palace,Forward,1,0,0,1,0,0.29,0.0,1.6,1,2025_2026
284,Eddie Nketiah,Crystal Palace,Forward,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
287,Jordan Pickford,Everton,Goalkeeper,1,0,0,0,1,0.0,0.0,2.07,2,2025_2026
291,James Tarkowski,Everton,Defender,1,0,0,0,1,0.2,0.01,2.07,4,2025_2026
292,Vitalii Mykolenko,Everton,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
293,Jake O'Brien,Everton,Defender,1,0,0,0,1,0.17,0.01,2.07,2,2025_2026
294,Séamus Coleman,Everton,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
295,Michael Keane,Everton,Defender,1,0,0,0,1,0.0,0.0,2.07,2,2025_2026
299,Iliman Ndiaye,Everton,Midfielder,1,0,0,0,1,0.0,0.02,2.07,2,2025_2026
300,Dwight McNeil,Everton,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
301,Carlos Alcaraz Durán,Everton,Midfielder,1,0,0,0,1,0.03,0.01,1.87,1,2025_2026
302,Idrissa Gana Gueye,Everton,Midfielder,1,0,0,0,1,0.06,0.12,2.07,2,2025_2026
303,James Garner,Everton,Midfielder,1,0,0,0,1,0.03,0.01,2.07,2,2025_2026
304,Tim Iroegbunam,Everton,Midfielder,1,0,0,1,0,0.0,0.0,0.93,2,2025_2026
310,Thierno Barry,Everton,Forward,1,0,0,0,0,0.0,0.0,0.2,1,2025_2026
311,Norberto Bercique Gomes Betuncal,Everton,Forward,1,0,0,0,1,0.06,0.01,2.07,2,2025_2026
314,Bernd Leno,Fulham,Goalkeeper,1,0,0,0,1,0.0,0.0,1.48,3,2025_2026
316,Antonee Robinson,Fulham,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
317,Joachim Andersen,Fulham,Defender,1,0,0,0,1,0.0,0.01,1.48,2,2025_2026
318,Calvin Bassey,Fulham,Defender,1,0,0,0,1,0.0,0.01,1.48,1,2025_2026
319,Timothy Castagne,Fulham,Defender,1,0,0,0,0,0.0,0.0,0.4,1,2025_2026
320,Issa Diop,Fulham,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
321,Jorge Cuenca Barreno,Fulham,Defender,1,0,0,0,1,0.0,0.01,1.07,2,2025_2026
324,Alex Iwobi,Fulham,Midfielder,1,0,0,0,1,0.01,0.28,1.05,2,2025_2026
325,Emile Smith Rowe,Fulham,Midfielder,1,0,0,0,0,0.09,0.0,0.4,1,2025_2026
326,Adama Traoré Diarra,Fulham,Midfielder,1,0,0,0,0,0.0,0.0,0.43,1,2025_2026
328,Ryan Sessegnon,Fulham,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
329,Harry Wilson,Fulham,Midfielder,1,0,1,0,1,0.07,0.02,1.48,5,2025_2026
330,Sander Berge,Fulham,Midfielder,1,0,0,0,1,0.0,0.01,1.05,2,2025_2026
331,Tom Cairney,Fulham,Midfielder,1,0,0,0,0,0.0,0.0,0.43,0,2025_2026
332,Saša Lukić,Fulham,Midfielder,1,0,0,0,1,0.0,0.01,1.48,2,2025_2026
335,Josh King,Fulham,Midfielder,1,0,0,0,1,0.18,0.13,1.07,2,2025_2026
337,Raúl Jiménez Rodríguez,Fulham,Forward,1,0,0,0,1,0.29,0.0,1.05,2,2025_2026
341,Karl Darlow,Leeds,Goalkeeper,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
342,Jayden Bogle,Leeds,Defender,1,0,0,1,0,0.01,0.01,0.55,6,2025_2026
343,Pascal Struijk,Leeds,Defender,1,0,0,1,0,0.13,0.01,0.55,8,2025_2026
347,Gabriel Gudmundsson,Leeds,Defender,1,0,0,1,0,0.17,0.14,0.55,9,2025_2026
348,Joe Rodon,Leeds,Defender,1,0,0,1,0,0.0,0.0,0.55,7,2025_2026
350,Brenden Aaronson,Leeds,Midfielder,1,0,0,0,0,0.0,0.21,0.47,1,2025_2026
352,Jack Harrison,Leeds,Midfielder,1,0,0,0,0,0.0,0.0,0.28,1,2025_2026
353,Daniel James,Leeds,Midfielder,1,0,0,1,0,0.14,0.05,0.28,3,2025_2026
354,Ethan Ampadu,Leeds,Midfielder,1,0,0,1,0,0.0,0.02,0.28,3,2025_2026
358,Tanaka Ao,Leeds,Midfielder,1,0,0,1,0,0.09,0.03,0.55,3,2025_2026
362,Joël Piroe,Leeds,Forward,1,0,0,1,0,0.28,0.04,0.28,2,2025_2026
365,Lukas Nmecha,Leeds,Forward,1,1,0,0,0,0.85,0.01,0.28,5,2025_2026
366,Alisson Becker,Liverpool,Goalkeeper,1,0,0,0,2,0.0,0.01,1.7,1,2025_2026
367,Giorgi Mamardashvili,Liverpool,Goalkeeper,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
370,Jeremie Frimpong,Liverpool,Defender,1,0,0,0,0,0.01,0.01,0.81,1,2025_2026
371,Milos Kerkez,Liverpool,Defender,1,0,0,0,0,0.0,0.01,0.81,0,2025_2026
372,Andrew Robertson,Liverpool,Defender,1,0,0,0,2,0.0,0.04,0.89,0,2025_2026
373,Virgil van Dijk,Liverpool,Defender,1,0,0,0,2,0.18,0.01,1.7,3,2025_2026
374,Ibrahima Konaté,Liverpool,Defender,1,0,0,0,2,0.0,0.0,1.7,1,2025_2026
375,Conor Bradley,Liverpool,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
381,Mohamed Salah,Liverpool,Midfielder,1,1,0,0,2,0.26,0.11,1.7,8,2025_2026
382,Florian Wirtz,Liverpool,Midfielder,1,0,0,0,2,0.14,0.28,1.7,2,2025_2026
384,Cody Gakpo,Liverpool,Midfielder,1,1,0,0,2,0.2,0.44,1.7,7,2025_2026
385,Federico Chiesa,Liverpool,Midfielder,1,1,0,0,0,0.16,0.0,0.0,6,2025_2026
386,Alexis Mac Allister,Liverpool,Midfielder,1,0,1,0,1,0.03,0.02,1.49,5,2025_2026
387,Dominik Szoboszlai,Liverpool,Midfielder,1,0,0,0,2,0.1,0.09,1.7,2,2025_2026
388,Curtis Jones,Liverpool,Midfielder,1,0,0,0,1,0.0,0.04,0.21,1,2025_2026
389,Harvey Elliott,Aston Villa,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
390,Ryan Gravenberch,Liverpool,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
391,Ben Gannon-Doak,Bournemouth,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
392,Endo Wataru,Liverpool,Midfielder,1,0,1,0,2,0.0,0.0,0.89,4,2025_2026
403,Joško Gvardiol,Man City,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
405,Nathan Aké,Man City,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
407,Matheus Nunes,Man City,Defender,1,0,0,0,0,0.0,0.0,0.21,1,2025_2026
408,Rúben dos Santos Gato Alves Dias,Man City,Defender,1,0,0,1,0,0.0,0.08,0.56,6,2025_2026
410,Rico Lewis,Man City,Defender,1,0,1,1,0,0.0,0.59,0.35,11,2025_2026
411,Nico O'Reilly,Man City,Defender,1,0,0,0,0,0.0,0.01,0.21,0,2025_2026
414,Phil Foden,Man City,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
415,Sávio Moreira de Oliveira,Man City,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
416,Bernardo Mota Veiga de Carvalho e Silva,Man City,Midfielder,1,0,0,1,0,0.0,0.44,0.35,3,2025_2026
417,Rayan Cherki,Man City,Midfielder,1,1,0,0,0,0.06,0.03,0.21,6,2025_2026
418,Jérémy Doku,Man City,Midfielder,1,0,0,1,0,0.0,0.02,0.35,3,2025_2026
419,Jack Grealish,Everton,Midfielder,1,0,0,0,1,0.02,0.0,1.14,1,2025_2026
421,Rodrigo 'Rodri' Hernandez Cascante,Man City,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
422,Mateo Kovačić,Man City,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
423,Nico González Iglesias,Man City,Midfielder,1,0,0,1,0,0.05,0.05,0.56,3,2025_2026
424,Oscar Bobb,Man City,Midfielder,1,0,1,1,0,0.0,0.07,0.56,6,2025_2026
426,James McAtee,Nott'm Forest,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
427,Tijjani Reijnders,Man City,Midfielder,1,1,1,1,0,0.2,0.14,0.56,10,2025_2026
430,Erling Haaland,Man City,Forward,1,2,0,1,0,1.99,0.0,0.35,13,2025_2026
431,Altay Bayındır,Man Utd,Goalkeeper,1,0,0,0,1,0.0,0.0,1.31,2,2025_2026
436,Matthijs de Ligt,Man Utd,Defender,1,0,0,0,1,0.21,0.06,1.31,4,2025_2026
440,Diogo Dalot Teixeira,Man Utd,Defender,1,0,0,0,1,0.0,0.15,1.03,1,2025_2026
441,Patrick Dorgu,Man Utd,Defender,1,0,0,0,1,0.04,0.02,1.31,1,2025_2026
442,Harry Maguire,Man Utd,Defender,1,0,0,0,0,0.0,0.0,0.21,1,2025_2026
443,Luke Shaw,Man Utd,Defender,1,0,0,0,1,0.0,0.02,1.1,2,2025_2026
444,Leny Yoro,Man Utd,Defender,1,0,0,0,1,0.0,0.01,1.31,4,2025_2026
449,Bruno Borges Fernandes,Man Utd,Midfielder,1,0,0,0,1,0.15,0.3,1.31,2,2025_2026
450,Matheus Santos Carneiro da Cunha,Man Utd,Midfielder,1,0,0,0,1,0.4,0.05,1.31,2,2025_2026
452,Amad Diallo,Man Utd,Midfielder,1,0,0,0,0,0.03,0.04,0.27,1,2025_2026
453,Alejandro Garnacho Ferreyra,Chelsea,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
455,Mason Mount,Man Utd,Midfielder,1,0,0,0,1,0.12,0.15,1.1,2,2025_2026
457,Carlos Henrique Casimiro,Man Utd,Midfielder,1,0,0,0,1,0.0,0.02,1.1,2,2025_2026
458,Kobbie Mainoo,Man Utd,Midfielder,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
459,Manuel Ugarte Ribeiro,Man Utd,Midfielder,1,0,0,0,0,0.03,0.01,0.21,1,2025_2026
466,Joshua Zirkzee,Man Utd,Forward,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
469,Nick Pope,Newcastle,Goalkeeper,1,0,0,1,0,0.0,0.0,0.2,9,2025_2026
470,Martin Dúbravka,Burnley,Goalkeeper,1,0,0,0,3,0.0,0.0,2.32,2,2025_2026
475,Sven Botman,Newcastle,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
476,Dan Burn,Newcastle,Defender,1,0,0,1,0,0.0,0.01,0.2,9,2025_2026
477,Tino Livramento,Newcastle,Defender,1,0,0,1,0,0.0,0.03,0.2,9,2025_2026
478,Kieran Trippier,Newcastle,Defender,1,0,0,1,0,0.0,0.06,0.2,6,2025_2026
485,Anthony Gordon,Newcastle,Midfielder,1,0,0,1,0,0.55,0.03,0.2,3,2025_2026
486,Anthony Elanga,Newcastle,Midfielder,1,0,0,1,0,0.57,0.06,0.17,3,2025_2026
487,Harvey Barnes,Newcastle,Midfielder,1,0,0,1,0,0.23,0.33,0.2,3,2025_2026
488,Bruno Guimarães Rodriguez Moura,Newcastle,Midfielder,1,0,0,1,0,0.0,0.1,0.2,3,2025_2026
489,Jacob Murphy,Newcastle,Midfielder,1,0,0,0,0,0.0,0.01,0.03,1,2025_2026
490,Joelinton Cássio Apolinário de Lira,Newcastle,Midfielder,1,0,0,1,0,0.0,0.02,0.17,2,2025_2026
491,Sandro Tonali,Newcastle,Midfielder,1,0,0,1,0,0.0,0.18,0.2,3,2025_2026
493,Sean Longstaff,Leeds,Midfielder,1,0,0,0,0,0.0,0.0,0.0,1,2025_2026
497,Lewis Miley,Newcastle,Midfielder,1,0,0,0,0,0.0,0.01,0.03,1,2025_2026
499,Alexander Isak,Liverpool,Forward,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
500,William Osula,Newcastle,Forward,1,0,0,0,0,0.03,0.02,0.0,1,2025_2026
502,Matz Sels,Nott'm Forest,Goalkeeper,1,0,0,0,1,0.0,0.0,1.5,2,2025_2026
505,Nikola Milenković,Nott'm Forest,Defender,1,0,0,0,1,0.0,0.0,1.5,2,2025_2026
506,Murillo Costa dos Santos,Nott'm Forest,Defender,1,0,0,0,1,0.0,0.02,1.5,2,2025_2026
508,Neco Williams,Nott'm Forest,Defender,1,0,0,0,1,0.0,0.09,1.5,1,2025_2026
510,Jair Paula da Cunha Filho,Nott'm Forest,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
511,Felipe Rodrigues da Silva,Nott'm Forest,Defender,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
515,Morgan Gibbs-White,Nott'm Forest,Midfielder,1,0,1,0,1,0.38,0.28,1.5,5,2025_2026
516,Callum Hudson-Odoi,Nott'm Forest,Midfielder,1,0,0,0,1,0.02,0.24,1.5,2,2025_2026
517,Elliot Anderson,Nott'm Forest,Midfielder,1,0,1,0,1,0.39,0.28,1.5,6,2025_2026
521,Ibrahim Sangaré,Nott'm Forest,Midfielder,1,0,0,0,1,0.02,0.01,1.5,2,2025_2026
522,Ryan Yates,Nott'm Forest,Midfielder,1,0,0,0,0,0.0,0.01,0.0,1,2025_2026
525,Chris Wood,Nott'm Forest,Forward,1,2,0,0,1,0.95,0.01,1.5,13,2025_2026
526,Igor Jesus Maciel da Cruz,Nott'm Forest,Forward,1,0,0,0,0,0.0,0.0,0.0,1,2025_2026
527,Taiwo Awoniyi,Nott'm Forest,Forward,1,0,0,0,0,0.0,0.0,0.0,0,2025_2026
